,Name,Age,Height_in_cms,Weight_in_kgs,BP,Attacking,Skill,Movement,Power,Mentality,Defending,Goalkeeping,ST,LW,CF,RW,CAM,LM,CM,RM,LWB,CDM,RWB,LB,CB,RB,GK,OVA
7406,Y. Nakasaka,22,170.18,67.5,RM,284,270,352,256,258,121,67,57,59,58,59,59,59,56,59,52,51,52,51,47,51,18,60
7407,C. Galano,28,170.18,68.4,LM,321,348,437,372,258,41,50,69,72,71,72,71,72,64,72,52,47,52,48,36,48,16,70
7408,S. Müller,19,180.34,73.35000000000001,ST,235,211,299,290,201,40,48,57,52,55,52,53,50,47,50,35,34,35,33,31,33,16,57
7409,Gil Dias,23,182.88,77.4,CAM,317,332,363,330,308,164,45,68,71,71,71,71,70,69,70,65,63,65,64,59,64,15,71
7410,S. Agüero,32,172.72,69.3,ST,411,397,424,403,341,83,59,87,86,88,86,86,84,77,84,60,58,60,56,51,56,22,89
7411,A. De Bruyn,26,177.8,68.4,CAM,300,334,356,326,250,87,53,65,67,66,67,66,66,60,66,50,48,50,47,42,47,15,66
7412,E. Watt,20,175.26,71.55,CM,242,290,330,281,272,159,42,52,57,55,57,57,58,58,58,58,58,58,57,54,57,14,58
7413,Ontiveros,22,172.72,74.25,CAM,313,382,384,318,284,100,43,68,75,73,75,74,74,69,74,59,55,59,54,42,54,15,75
7414,J. Zambrano,27,165.1,65.7,LM,261,263,378,228,253,88,52,57,62,61,62,62,61,55,61,48,44,48,45,36,45,17,62
7415,S. Sosa,33,182.88,78.3,GK,75,91,267,239,95,46,356,28,26,26,26,25,26,25,26,27,26,27,26,27,26,72,73
7416,A. Ajeti,23,182.88,77.4,ST,337,288,358,374,273,74,56,72,69,70,69,68,68,61,68,50,48,50,47,45,47,18,72
7417,B. Vázquez,22,180.34,77.4,CB,228,237,291,274,230,183,49,49,49,49,49,51,51,53,51,57,59,57,58,60,58,15,60
7418,C. Traoré B,25,175.26,77.4,RB,283,302,354,317,278,205,58,59,63,61,63,62,65,63,65,69,66,69,69,67,69,18,71
7419,R. Nagai,29,180.34,72.45,ST,315,295,359,331,239,66,58,64,64,63,64,61,64,54,64,49,43,49,46,40,46,17,64
7420,L. Gasparotto,21,187.96,73.35000000000001,CB,162,166,275,260,210,174,57,38,36,36,36,37,39,41,39,50,53,50,52,60,52,15,61
7421,S. Yesil,24,180.34,71.55,ST,275,267,363,287,224,64,50,62,61,62,61,59,59,51,59,43,40,43,41,36,41,15,63
7422,Adrián Diéguez,24,187.96,68.4,CB,241,202,290,279,235,206,52,47,48,46,48,47,50,50,50,63,61,63,64,67,64,16,67
7423,Jozabed,29,180.34,64.35000000000001,CAM,319,337,319,334,330,171,48,69,69,70,69,71,68,70,68,63,65,63,63,62,63,16,70
7424,A. Herzog,22,177.8,76.5,RM,240,266,388,296,267,138,50,55,61,59,61,60,62,59,62,59,56,59,57,51,57,16,61
7425,G. Ivanov,32,177.8,71.55,CAM,306,313,350,314,282,85,48,64,65,65,65,65,64,60,64,50,48,50,47,43,47,15,65
7426,S. Seddon,22,177.8,67.5,LM,286,333,354,298,290,180,51,58,64,61,64,63,66,63,66,66,63,66,65,59,65,16,67
7427,Sergio Gil,23,177.8,73.35000000000001,CAM,282,317,320,285,314,181,56,59,62,62,62,64,63,64,63,62,63,62,61,62,61,16,65
7428,A. Elmohamady  B,32,182.88,77.4,RB,340,354,339,362,320,193,47,68,69,68,69,69,70,70,70,69,69,69,69,68,69,16,71
7429,J. Plata,28,157.48000000000002,70.65,LW,322,341,435,338,287,90,61,68,71,70,71,70,70,65,70,56,52,56,53,45,53,20,71
7430,S. Downing,34,180.34,63.45,RM,346,369,335,300,295,165,63,67,70,69,70,70,69,69,69,63,62,63,61,56,61,18,70
7431,E. Aguerro,32,175.26,72.45,CF,344,355,402,386,294,64,48,78,77,79,77,78,75,69,75,53,51,53,50,43,50,18,78
7432,M. Hosseini,24,182.88,75.60000000000001,CB,200,226,318,290,222,216,56,46,44,45,44,46,48,53,48,62,64,62,65,69,65,17,69
7433,G. Akkan,25,185.42,79.2,GK,84,76,274,227,113,46,355,28,25,26,25,26,26,26,26,27,27,27,27,27,27,71,72
7434,Fede,23,175.26,73.35000000000001,CDM,302,312,334,333,330,212,46,61,62,62,62,64,64,68,64,70,72,70,70,70,70,16,73
7435,D. Gallagher,29,195.57999999999998,85.5,CB,222,202,236,282,244,206,53,45,43,43,43,44,47,50,47,59,62,59,61,68,61,16,68
7436,R. Williams,18,187.96,75.60000000000001,GK,60,64,178,143,89,31,253,17,18,18,18,20,18,19,18,17,19,17,17,19,17,50,51
7437,C. Espinola,20,172.72,64.35000000000001,CB,189,178,292,228,203,174,47,42,41,42,41,42,43,45,43,53,53,53,55,56,55,14,56
7438,J. Mungaray,19,182.88,66.60000000000001,RM,276,279,296,276,225,92,56,59,60,59,60,58,59,52,59,46,42,46,44,38,44,14,60
7439,S. Hoskins,27,172.72,66.60000000000001,RM,280,288,411,311,253,101,60,62,65,63,65,62,64,56,64,52,47,52,50,43,50,18,65
7440,R. Atkinson,21,193.04,84.15,CB,188,178,221,195,197,181,51,40,39,39,39,41,40,44,40,48,53,48,51,58,51,15,58
7441,A. Linde,26,195.57999999999998,92.25,GK,75,81,221,223,132,43,348,28,27,29,27,29,28,27,28,25,25,25,25,26,25,70,71
7442,Cifu B,29,175.26,65.7,RB,265,293,376,356,312,193,46,63,64,63,64,61,65,61,65,68,65,68,68,66,68,15,70
7443,D. Henry,27,187.96,87.3,CB,253,233,295,356,260,199,54,53,49,50,49,51,51,54,51,60,64,60,62,70,62,17,70
7444,E. Ebosse,21,185.42,74.25,LB,225,239,300,295,246,181,51,50,54,52,54,52,56,53,56,61,58,61,61,60,61,15,63
7445,S. Enzler,21,185.42,77.4,GK,67,72,167,172,98,48,282,20,19,20,19,22,20,24,20,21,24,21,20,23,20,56,57
7446,S. Rapp,27,193.04,87.3,ST,288,263,313,347,256,94,52,63,61,61,61,59,60,53,60,48,45,48,47,45,47,16,63
7447,D. Happe,21,195.57999999999998,84.15,CB,188,179,265,278,216,176,40,42,41,41,41,41,44,45,44,53,54,53,54,59,54,13,59
7448,S. Savić,26,170.18,64.35000000000001,RM,303,330,383,282,256,76,53,64,69,68,69,68,69,62,69,53,48,53,49,38,49,16,68
7449,A. Ghezzi,19,180.34,71.55,RM,248,279,314,288,270,163,62,54,58,57,58,58,60,59,60,58,57,58,57,54,57,17,59
7450,Leonai,25,175.26,73.35000000000001,CDM,279,273,310,334,274,176,61,56,57,57,57,58,58,59,58,61,62,61,60,61,60,17,63
7451,H. Mörschel,22,190.5,74.25,ST,301,285,312,281,219,85,53,65,62,63,62,62,60,55,60,45,44,45,43,42,43,15,62
7452,C. Højer,25,182.88,79.2,LM,297,336,356,377,323,196,62,66,68,67,68,67,69,67,69,69,67,69,68,65,68,18,70
7453,F. Cassata,22,182.88,75.60000000000001,CM,239,325,321,276,292,171,39,55,65,63,65,67,66,68,66,62,64,62,60,56,60,15,68
7454,B. Ekincier,21,180.34,71.55,ST,261,248,321,276,227,120,48,55,56,55,56,55,55,50,55,47,44,47,45,43,45,14,56
7455,R. Radunović,28,182.88,74.25,LB,288,266,353,321,290,198,34,60,62,60,62,60,64,62,64,68,66,68,68,66,68,13,70
7456,M. Azira,32,177.8,71.55,CDM,270,296,302,312,285,185,48,55,57,57,57,59,58,62,58,61,64,61,61,62,61,16,65
7457,A. Andersen,29,187.96,83.25,CB,273,256,326,314,280,187,57,57,58,56,58,57,59,58,59,64,63,64,64,65,64,17,65
7458,A. Helmersen,22,190.5,81.45,ST,255,238,283,339,243,77,63,60,55,57,55,54,54,49,54,43,41,43,41,41,41,17,60
7459,C. Menacho,20,177.8,69.3,RM,248,266,321,287,213,106,50,54,61,58,61,59,62,56,62,52,48,52,49,41,49,14,63
7460,A. Karazor,23,190.5,75.60000000000001,CB,240,258,273,277,274,214,44,51,52,52,52,55,55,61,55,64,69,64,65,70,65,15,70
7461,Y. Konno,36,177.8,72.45,CM,292,233,239,324,292,197,61,56,54,56,54,58,55,64,55,60,66,60,60,66,60,18,65
7462,S. Sararer,30,177.8,79.2,LM,296,301,354,295,263,108,54,65,66,66,66,64,63,57,63,51,48,51,50,47,50,17,64
7463,Jorge,24,182.88,69.3,LWB,309,335,365,333,322,223,48,66,71,70,71,70,72,71,72,75,72,75,74,69,74,17,76
7464,R. Ogawa,23,182.88,77.4,LWB,295,301,345,324,276,188,49,61,63,61,63,61,65,62,65,68,65,68,67,64,67,16,69
7465,J. Babin,33,180.34,87.3,CB,242,272,254,399,295,216,56,56,50,54,50,54,53,62,53,64,69,64,65,72,65,17,72
7466,Jadson,28,187.96,83.25,CB,193,167,301,296,243,217,49,45,41,42,41,43,43,48,43,58,63,58,62,71,62,17,71
7467,Rafael Cachoira,20,187.96,83.25,CB,274,307,266,301,277,232,60,54,52,52,52,53,55,60,55,66,71,66,68,75,68,18,75
7468,Bressan,27,182.88,73.35000000000001,CB,233,240,317,294,257,206,46,51,49,49,49,50,51,55,51,62,66,62,64,69,64,15,69
7469,C. Grindheim,36,177.8,73.35000000000001,CM,314,337,281,328,313,156,50,62,61,63,61,64,62,66,62,59,64,59,57,60,57,18,66
7470,P. Bartolomei,30,182.88,75.60000000000001,CM,327,351,352,347,305,182,58,67,70,69,70,70,71,71,71,69,68,69,67,64,67,18,71
7471,J. Moreno,20,182.88,72.45,CB,196,168,255,253,193,153,50,40,40,40,40,40,42,43,42,50,51,50,51,55,51,14,55
7472,M. Römling,19,185.42,75.60000000000001,LB,215,202,318,235,230,159,46,46,50,47,50,47,51,46,51,55,49,55,55,54,55,14,57
7473,M. Napa,21,167.64000000000001,64.35000000000001,RM,211,243,361,222,207,113,52,50,55,54,55,54,56,49,56,47,42,47,46,38,46,14,57
7474,A. Clayton,31,175.26,74.25,CDM,279,338,312,333,327,207,55,60,63,63,63,65,65,68,65,68,69,68,66,66,66,18,70
7475,O. Watkinson,18,180.34,70.65,ST,202,175,276,247,201,37,46,47,44,46,44,44,43,38,43,32,29,32,31,28,31,13,48
7476,S. Sonnenberg,21,193.04,86.4,CB,200,205,280,273,207,192,51,46,44,44,44,44,47,49,47,57,60,57,60,65,60,16,65
7477,R. Vargas,32,175.26,69.3,CAM,306,340,334,289,272,76,48,64,68,67,68,68,66,62,66,48,47,48,45,39,45,16,69
7478,A. Nyom,32,187.96,79.2,RM,318,320,330,379,343,218,52,70,72,71,72,72,74,73,74,75,74,75,74,75,74,17,75
7479,Fellipe Bastos,23,180.34,81.45,CDM,301,355,320,371,317,204,63,62,64,64,64,65,65,66,65,68,69,68,68,68,68,15,69
7480,M. Antonsson,36,187.96,79.2,CB,211,199,211,267,253,192,53,45,40,42,40,42,41,47,41,52,58,52,54,65,54,16,66
7481,E. Maciel,23,180.34,69.3,CDM,265,275,313,293,290,172,55,57,58,58,58,60,60,62,60,61,63,61,61,61,61,16,62
7482,O. Tufan,25,177.8,78.3,CDM,309,353,355,373,347,215,50,69,70,71,70,71,71,72,71,71,73,71,71,72,71,17,72
7483,Dani Calvo,26,190.5,81.45,CB,252,245,260,346,286,207,56,54,51,52,51,53,53,58,53,63,67,63,64,71,64,18,71
7484,Mei Fang,30,182.88,73.35000000000001,CB,204,199,326,282,209,204,49,46,44,45,44,46,47,52,47,60,64,60,62,67,62,17,67
7485,Junior Quitirna,20,170.18,63.45,CAM,238,261,328,225,205,112,41,51,54,53,54,54,54,51,54,45,44,45,44,39,44,13,51
7486,V. Hladký,29,187.96,79.2,GK,102,132,293,201,133,62,325,32,32,33,32,34,33,33,33,31,32,31,31,32,31,66,67
7487,J. Henestrosa,25,165.1,62.550000000000004,RM,280,267,309,280,238,111,54,58,60,59,60,58,61,55,61,51,47,51,49,44,49,15,62
7488,F. Román,24,182.88,79.2,RB,233,234,323,290,249,187,48,51,55,53,55,54,58,57,58,64,62,64,64,62,64,16,66
7489,K. Hoshi,23,182.88,79.2,CB,152,167,232,264,206,167,54,37,34,35,34,36,36,40,36,47,51,47,50,58,50,15,58
7490,A. Callens,28,185.42,75.60000000000001,CB,221,221,287,319,251,211,56,48,43,45,43,48,47,56,47,60,68,60,62,70,62,18,70
7491,L. Venuti,25,175.26,65.7,RB,245,245,353,250,206,201,42,47,54,49,54,50,57,53,57,68,62,68,68,64,68,15,70
7492,D. Hładun,24,190.5,76.5,GK,82,87,189,177,117,43,325,25,22,24,22,24,24,25,24,23,24,23,23,23,23,65,66
7493,F. Chafik,33,182.88,71.55,RB,261,292,334,336,293,224,45,59,63,62,63,62,64,63,64,71,68,71,70,69,70,16,72
7494,D. Hotić,24,167.64000000000001,68.4,LM,274,370,371,351,306,133,52,65,71,70,71,71,72,69,72,61,59,61,58,51,58,17,71
7495,Xisco Campos,37,180.34,76.5,CB,254,224,305,265,257,200,57,48,48,47,48,48,49,51,49,59,62,59,61,67,61,18,68
7496,T. Casali,24,190.5,81.45,GK,67,67,179,172,78,35,309,22,20,22,20,22,22,22,22,21,21,21,21,20,21,62,63
7497,A. Ayew,30,175.26,71.55,RM,358,352,388,390,348,167,50,74,75,75,75,75,75,72,75,68,67,68,66,64,66,17,76
7498,Guillem Molina,20,182.88,70.65,CB,227,211,324,273,236,205,46,46,46,46,46,47,50,54,50,62,64,62,65,67,65,15,67
7499,Rhayner,29,172.72,63.45,RM,296,334,408,341,290,108,55,65,69,68,69,67,68,61,68,57,53,57,55,50,55,16,69
7500,C. Morrison,19,177.8,73.35000000000001,RM,234,265,359,238,234,132,49,54,61,58,61,59,62,56,62,56,51,56,53,45,53,13,63
7501,Y. Sugita,27,165.1,64.35000000000001,RW,284,289,391,305,232,87,55,60,67,64,67,65,66,58,66,54,46,54,50,38,50,16,67
7502,D. Parrett,27,177.8,85.5,CM,274,316,326,329,276,145,57,58,60,60,60,61,61,61,61,56,56,56,54,51,54,15,62
7503,A. Quintana,25,195.57999999999998,89.10000000000001,GK,58,76,147,182,83,52,299,22,18,20,18,20,19,21,19,19,23,19,20,24,20,60,61
7504,J. Fuchs,22,175.26,69.3,CDM,255,283,386,326,300,205,61,62,65,66,65,68,66,69,66,66,70,66,66,67,66,19,69
7505,R. Clampin,21,180.34,69.3,LB,223,227,355,269,232,169,41,50,54,52,54,51,55,50,55,58,53,58,58,54,58,13,60
7506,A. Long,19,182.88,75.60000000000001,CB,182,199,269,253,205,166,51,41,42,42,42,43,45,46,45,51,53,51,52,55,52,15,55
7507,J. Meier,20,180.34,74.25,LB,243,227,323,262,246,190,55,51,53,51,53,51,53,50,53,59,56,59,60,60,60,17,62
7508,R. McKinley,18,177.8,73.35000000000001,CAM,200,207,290,242,230,121,48,46,46,46,46,47,47,47,47,45,46,45,46,45,46,14,47
7509,C. Wondolowski,37,182.88,76.5,ST,330,281,267,330,328,122,55,68,62,66,62,63,61,61,61,53,55,53,52,53,52,19,68
7510,F. Balmont,39,167.64000000000001,71.55,CDM,309,337,261,262,346,214,54,61,62,63,62,65,61,67,61,64,70,64,63,67,63,18,68
7511,D. Toköz,24,180.34,74.25,CDM,317,313,351,345,323,222,55,68,67,68,67,68,68,69,68,70,72,70,70,72,70,18,73
7512,Diego González,25,185.42,82.35000000000001,CB,262,278,308,297,266,211,42,52,56,52,56,54,59,58,59,67,66,67,68,69,68,15,69
7513,A. Frei,32,180.34,73.35000000000001,ST,366,386,359,370,358,81,57,76,72,76,72,75,72,69,72,56,61,56,53,50,53,16,77
7514,A. Madu,26,185.42,85.5,CB,213,168,221,283,244,193,46,41,38,38,38,39,42,46,42,55,58,55,57,66,57,15,66
7515,G. Noguera,27,175.26,74.25,CB,189,216,306,238,251,218,57,44,47,46,47,45,48,45,48,56,53,56,58,61,58,16,58
7516,Daniel Carriço,31,180.34,79.2,CB,304,290,269,330,342,236,66,59,58,59,58,61,59,67,59,67,73,67,68,76,68,19,76
7517,B. Sekulić,28,187.96,72.45,RB,236,256,324,264,278,192,53,51,57,54,57,56,59,58,59,64,62,64,64,64,64,17,66
7518,D. Van Buyten,35,198.12,94.05,CB,285,197,188,309,314,231,51,59,44,56,44,52,46,56,46,60,67,60,68,77,68,15,78
7519,Shikabala,33,182.88,73.35000000000001,LW,326,372,357,341,269,107,53,69,72,72,72,72,72,67,72,57,53,57,53,44,53,16,72
7520,L. Soldini,19,177.8,68.4,GK,64,60,176,180,91,30,276,19,17,19,17,19,19,19,19,18,19,18,18,19,18,53,54
7521,Mikel Iribas,32,182.88,77.4,RB,276,310,338,340,286,192,56,59,62,60,62,60,63,61,63,67,64,67,66,64,66,18,68
7522,A. Kann,29,193.04,85.5,GK,89,94,219,240,146,40,316,28,26,28,26,29,28,31,28,26,29,26,26,28,26,63,64
7523,M. Ratajczak,38,187.96,84.15,GK,83,83,222,204,117,38,289,26,25,25,25,25,26,25,26,24,26,24,24,27,24,62,63
7524,C. Oxlade-Chamberlain,20,187.96,64.35000000000001,RM,218,234,318,300,224,141,43,51,53,52,53,53,55,53,55,55,53,55,54,51,54,13,55
7525,P. Pellegri,19,187.96,79.2,ST,296,273,298,312,248,46,49,66,64,65,64,63,62,56,62,43,42,43,40,37,40,16,66
7526,M. Prietl,28,187.96,78.3,CDM,262,290,326,330,316,219,55,60,63,63,63,65,65,69,65,70,73,70,70,71,70,18,74
7527,B. Tekpetey,21,172.72,68.4,RM,298,297,420,328,246,92,58,69,72,71,72,70,71,63,71,55,49,55,52,43,52,19,72
7528,Álex Martín,22,182.88,77.4,CB,228,225,287,306,208,190,37,45,44,43,44,45,45,51,45,58,61,58,60,64,60,14,64
7529,O. Bekar,19,175.26,64.35000000000001,RM,265,283,349,265,208,59,54,54,59,57,59,57,58,51,58,43,39,43,40,33,40,15,59
7530,I. Kabore,19,180.34,69.3,RB,229,248,399,290,241,183,54,50,59,54,59,56,62,58,62,66,62,66,66,63,66,17,68
7531,F. Madrigal,28,175.26,69.3,CM,293,315,326,309,326,191,55,61,63,63,63,63,64,64,64,64,64,64,64,62,64,16,64
7532,Bolaño,34,182.88,76.5,LB,292,293,324,339,305,199,54,60,59,58,59,57,60,60,60,65,65,65,65,67,65,16,67
7533,A. Negrea,21,175.26,66.60000000000001,LB,191,201,355,214,218,168,46,43,49,46,49,46,49,44,49,54,49,54,55,53,55,13,57
7534,E. Álvarez,22,187.96,72.45,CDM,328,291,342,344,335,225,41,64,64,64,64,65,67,69,67,73,75,73,74,75,74,15,76
7535,A. Ciobanu,22,175.26,67.5,CAM,306,309,380,338,276,118,59,65,68,67,68,68,68,65,68,58,56,58,56,50,56,18,68
7536,J. Cristaldo,31,175.26,72.45,ST,338,313,368,344,310,59,63,71,70,71,70,69,69,63,69,52,50,52,49,45,49,18,71
7537,L. Czyborra,21,177.8,71.55,LWB,239,328,379,343,277,183,42,60,64,62,64,62,65,62,65,68,64,68,67,62,67,14,69
7538,E. Domaschke,34,187.96,85.5,GK,67,85,233,215,125,33,317,27,25,27,25,28,26,27,26,22,24,22,21,24,21,63,64
7539,L. Hemmerich,22,180.34,69.3,RB,273,313,347,352,304,173,51,61,62,62,62,61,64,61,64,64,62,64,64,61,64,16,66
7540,M. Diop,32,187.96,84.15,ST,346,301,338,382,301,108,50,72,68,69,68,67,67,64,67,57,55,57,55,55,55,17,72
7541,R. Cabrera,31,187.96,78.3,CB,211,174,214,293,207,180,52,42,37,38,37,37,39,41,39,51,52,51,53,60,53,15,60
7542,C. Aboagye,25,165.1,54.45,CAM,291,361,399,269,311,153,45,62,71,69,71,72,71,71,71,65,63,65,62,53,62,15,71
7543,J. Rowe,18,175.26,68.4,RB,173,181,304,227,219,155,47,40,45,43,45,43,47,42,47,51,47,51,52,50,52,14,54
7544,K. Nsona,18,187.96,73.35000000000001,RM,233,238,315,243,208,73,53,55,57,56,57,53,55,45,55,43,37,43,41,35,41,14,56
7545,D. González,24,182.88,68.4,LB,249,252,326,268,246,183,52,51,55,52,55,54,56,55,56,60,59,60,61,59,61,16,63
7546,Dani Jiménez,30,177.8,71.55,GK,110,87,284,234,148,41,351,29,30,30,30,32,32,31,32,30,29,30,29,27,29,71,72
7547,J. Kjær,31,172.72,70.65,ST,278,278,419,345,261,53,62,65,66,65,66,63,64,55,64,47,43,47,44,39,44,19,66
7548,M. Figueroa,37,180.34,84.15,CB,302,306,289,351,299,207,55,59,56,56,56,57,56,60,56,63,66,63,64,69,64,17,69
7549,A. Valencia,33,180.34,82.35000000000001,RB,333,360,376,369,346,228,51,71,73,73,73,72,74,73,74,77,76,77,76,75,76,18,77
7550,Josep Señé,28,182.88,71.55,CAM,305,322,320,267,302,140,60,63,67,66,67,67,66,65,66,58,58,58,57,54,57,19,67
7551,J. Soule,19,172.72,57.6,ST,267,228,367,254,219,56,52,58,59,59,59,57,56,50,56,42,37,42,40,32,40,16,58
7552,M. Stefaniak,25,177.8,75.60000000000001,RM,287,329,367,326,252,81,56,62,66,64,66,64,65,57,65,52,46,52,48,40,48,16,66
7553,Q. Cornette,26,172.72,74.25,RM,306,326,378,303,318,125,55,66,68,68,68,67,67,62,67,57,55,57,55,52,55,16,68
7554,L. Wallace,32,185.42,74.25,LB,274,279,330,336,301,197,48,60,62,61,62,61,63,63,63,67,66,67,66,66,66,16,68
7555,C. Adam,33,185.42,82.35000000000001,CM,349,369,231,339,354,172,36,64,63,64,63,65,63,66,63,58,63,58,57,63,57,13,67
7556,N. Phillips,23,190.5,83.25,CB,222,207,265,274,240,208,43,45,42,43,42,45,46,52,46,58,64,58,61,68,61,15,68
7557,S. Handle,27,170.18,67.5,LM,275,288,403,317,266,133,56,62,66,64,66,63,65,59,65,59,53,59,57,50,57,17,66
7558,C. Jong-A-Pin,33,182.88,77.4,CB,216,215,336,294,277,192,62,51,55,53,55,54,57,55,57,64,62,64,64,64,64,19,64
7559,Diogildo Peixe,20,180.34,70.65,RW,332,304,373,315,277,57,46,66,70,68,70,69,69,63,69,52,48,52,48,40,48,16,69
7560,I. Someno,18,177.8,66.60000000000001,ST,295,278,318,303,228,58,43,59,57,56,57,55,56,50,56,42,42,42,40,38,40,14,59
7561,C. Pando,18,175.26,61.65,ST,254,225,304,275,201,68,49,57,58,57,58,56,56,49,56,43,38,43,41,34,41,15,58
7562,W. Burrell,30,177.8,71.55,RB,202,210,327,277,245,169,51,47,51,49,51,50,53,51,53,57,54,57,57,57,57,15,59
7563,E. Heskey,37,185.42,92.25,ST,318,265,245,329,329,125,68,66,61,64,61,63,60,60,60,52,56,52,51,58,51,19,66
7564,T. Bruns,28,177.8,71.55,CM,294,336,343,345,324,180,60,63,65,65,65,66,65,66,65,64,65,64,63,63,63,18,66
7565,F. Murray,21,172.72,67.5,CAM,250,268,333,255,240,108,47,53,58,57,58,58,58,54,58,49,46,49,47,40,47,14,59
7566,Wang Tong,27,177.8,70.65,RB,293,257,357,286,266,182,52,59,62,60,62,60,63,60,63,63,61,63,63,60,63,16,65
7567,T. Uwakwe,20,182.88,76.5,LM,234,224,317,302,238,147,56,52,54,53,54,53,54,52,54,53,52,53,53,52,53,15,52
7568,T. Hemed,32,185.42,79.2,ST,318,282,278,338,312,79,55,67,61,64,61,61,58,57,58,45,49,45,43,49,43,18,68
7569,L. Benito,28,185.42,84.15,LB,294,314,342,355,330,214,61,62,65,64,65,65,68,68,68,73,71,73,72,72,72,18,74
7570,J. Anibaba,31,182.88,76.5,CB,252,253,305,348,259,198,44,52,51,50,51,51,53,55,53,63,63,63,64,67,64,15,67
7571,T. Washington,26,177.8,76.5,LB,202,152,329,242,193,189,59,41,43,40,43,40,45,43,45,58,55,58,61,60,61,18,63
7572,A. Pérez,19,190.5,84.15,GK,62,66,158,199,102,38,296,21,19,20,19,20,20,22,20,20,22,20,20,23,20,59,60
7573,Pedro Gonçalves,22,172.72,57.6,CAM,320,380,387,313,324,162,56,69,76,75,76,77,76,76,76,68,66,68,65,55,65,18,76
7574,R. Villamizar,25,170.18,67.5,CDM,219,233,278,271,244,182,58,47,49,49,49,52,52,55,52,57,60,57,57,59,57,17,61
7575,O. Çınar,24,175.26,69.3,CAM,306,372,370,306,272,74,47,66,71,69,71,70,70,64,70,52,50,52,48,39,48,15,71
7576,J. Bellegarde,22,170.18,65.7,CAM,286,301,363,307,304,196,60,63,67,67,67,69,68,69,68,67,68,67,66,64,66,18,69
7577,Marlon,24,182.88,79.2,CB,258,306,311,295,293,220,64,57,57,57,57,59,59,63,59,66,70,66,67,72,67,18,72
7578,Thiago Galhardo,27,182.88,74.25,RM,337,332,368,334,338,184,63,69,70,70,70,69,70,68,70,68,67,68,68,65,68,18,70
7579,S. Ilsanker,31,187.96,85.5,CB,266,239,258,345,300,221,83,59,52,56,52,55,54,61,54,65,70,65,67,74,67,23,74
7580,D. Merola,20,180.34,75.60000000000001,ST,253,232,284,282,225,60,38,58,54,57,54,54,52,48,52,38,37,38,37,36,37,13,58
7581,K. Iheanacho,23,185.42,81.45,ST,328,351,371,340,310,76,48,74,72,74,72,73,71,66,71,51,51,51,48,45,48,17,74
7582,D. Nazarov,30,182.88,72.45,RW,318,320,352,346,283,88,62,67,69,68,69,68,67,62,67,52,49,52,49,43,49,19,68
7583,C. Sapong,31,185.42,83.25,ST,319,282,346,373,320,110,58,70,66,68,66,66,66,62,66,54,54,54,53,54,53,17,70
7584,F. Carballo,23,177.8,71.55,CM,306,338,351,355,323,190,48,66,67,68,67,70,68,71,68,68,70,68,67,67,67,17,71
7585,A. Esiti,26,187.96,83.25,CB,244,253,261,337,316,220,56,57,53,56,53,56,56,63,56,66,71,66,67,73,67,18,72
7586,M. Lustig,33,187.96,77.4,RB,321,302,274,329,277,214,50,59,59,59,59,60,61,65,61,68,70,68,68,70,68,16,70
7587,F. Flores,30,180.34,87.3,CDM,270,272,319,318,287,194,72,55,58,57,58,59,60,62,60,64,65,64,64,63,64,19,66
7588,A. Dumitrescu,19,177.8,69.3,LB,201,162,311,254,237,162,37,44,45,43,45,43,46,43,46,52,48,52,54,52,54,13,56
7589,E. Zehir,22,182.88,77.4,CB,223,258,318,283,271,196,48,51,54,54,54,56,56,58,56,59,62,59,60,63,60,15,63
7590,I. Kanu,20,182.88,74.25,ST,248,262,350,298,233,63,46,60,61,61,61,59,59,51,59,43,39,43,40,36,40,15,60
7591,Diego Alves,31,187.96,82.35000000000001,GK,122,107,314,258,164,42,398,30,32,32,32,35,34,35,34,32,32,32,31,30,31,80,82
7592,D. Boateng,19,170.18,55.35,CDM,260,288,337,285,276,176,59,57,56,58,56,58,58,58,58,58,59,58,58,58,58,17,60
7593,E. Belkalem,27,193.04,89.10000000000001,CB,237,207,250,296,234,219,54,49,44,46,44,46,48,53,48,61,67,61,64,73,64,17,74
7594,M. Butcher,23,187.96,82.35000000000001,CB,254,249,295,310,280,176,47,57,57,57,57,58,58,59,58,59,60,59,59,61,59,15,59
7595,C. Dasilva,20,170.18,69.3,LB,193,245,327,265,228,159,39,44,50,47,50,47,49,46,49,54,49,54,54,51,54,12,55
7596,M. Rondón,34,182.88,73.35000000000001,ST,329,321,338,367,291,63,52,67,67,67,67,66,67,62,67,50,49,50,47,44,47,16,67
7597,M. Le Marchand,30,185.42,77.4,CB,277,284,314,299,276,206,63,53,57,55,57,59,61,63,61,67,69,67,68,70,68,18,70
7598,T. Barbet,18,182.88,74.25,CB,186,178,272,250,213,183,47,41,39,39,39,38,40,40,40,52,50,52,54,57,54,14,58
7599,I. Vassilev,19,175.26,64.35000000000001,LW,275,277,351,270,228,98,56,59,62,60,62,59,60,52,60,48,42,48,46,39,46,16,62
7600,A. Selikhov,26,190.5,84.15,GK,95,108,231,230,138,51,381,30,29,31,29,33,30,33,30,27,31,27,27,29,27,75,76
7601,M. Camara,22,177.8,68.4,CM,281,324,327,296,294,179,40,61,62,63,62,64,64,65,64,62,64,62,61,60,61,14,65
